competitor_id,name,country,country_code,abbreviation,gender
sr:competitor:215806,"Hewitt, Dalayna",USA,USA,HEW,
sr:competitor:153748,"Jones, Makenna",USA,USA,JON,
sr:competitor:223862,"Laboutkova, Aneta",Czechia,CZE,LAB,
sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON,
sr:competitor:406199,"Jacquemot, Elsa",France,FRA,JAC,
sr:competitor:18354,"Mattek-Sands, Bethanie",USA,USA,MAT,
sr:competitor:137990,"Failla, Jessica",USA,USA,FAI,
sr:competitor:172590,"Burrage, Jodie",Great Britain,GBR,BUR,
sr:competitor:152106,"Zaar, Lisa",Sweden,SWE,ZAA,
sr:competitor:378144,"Karatancheva, Lia",Bulgaria,BGR,KAR,
sr:competitor:160190,"Hartono, Arianne",Netherlands,NLD,HAR,
sr:competitor:98733,"Burillo Escorihuela, Irene",Spain,ESP,BUR,
sr:competitor:215598,"Vedder, Eva",Netherlands,NLD,VED,
sr:competitor:102637,"McAdoo, Rasheeda",USA,USA,MCA,
sr:competitor:290994,"Wong, Hong Yi Cody","Hong Kong, China",HKG,WON,
sr:competitor:53288,"Silva, Eden",Great Britain,GBR,SIL,
sr:competitor:70970,"Bhatia, Riya",India,IND,BHA,
sr:competitor:19876,"Wickmayer, Yanina",Belgium,BEL,WIC,
sr:competitor:120666,"Stojanovic, Nina",Serbia,SRB,STO,
sr:competitor:459013,"Kartal, Sonay",Great Britain,GBR,KAR,
sr:competitor:132412,"Fita Boluda, Angela",Spain,ESP,FIT,
sr:competitor:41374,"Tomova, Viktoriya",Bulgaria,BGR,TOM,
sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH,
sr:competitor:242630,"Osorio, Camila",Colombia,COL,OSO,
sr:competitor:70822,"Morisaki, Kanako",Japan,JPN,MOR,
sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK,
sr:competitor:233266,"Ovcharenko, Ekaterina",Neutral,,OVC,
sr:competitor:421379,"Rencheli, Abigail",USA,USA,REN,
sr:competitor:264863,"Novak, Kristina",Slovenia,SVN,NOV,
sr:competitor:64315,"Kuwata, Hiroko",Japan,JPN,KUW,
sr:competitor:88494,"Christie, Freya",Great Britain,GBR,CHR,
sr:competitor:20158,"Webley-Smith, Emily",Great Britain,GBR,WEB,
sr:competitor:227486,"Zantedeschi, Aurora",Italy,ITA,ZAN,
sr:competitor:283489,"Imamura, Saki",Japan,JPN,IMA,
sr:competitor:496316,"Gimbrere, Jasmijn",Netherlands,NLD,GIM,
sr:competitor:807358,"Rakotomanga Rajaonah, Tiantsoa Sarah",France,FRA,RAK,
sr:competitor:78785,"Rodriguez, Victoria",Mexico,MEX,ROD,
sr:competitor:282597,"Park, Sohyun",Republic of Korea,KOR,PAR,
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS,
sr:competitor:112957,"Jeanjean, Leolia",France,FRA,JEA,
sr:competitor:46625,"Raina, Ankita",India,IND,RAI,
sr:competitor:256447,"Monnet, Carole",France,FRA,MON,
sr:competitor:49963,"Omae, Akiko",Japan,JPN,OMA,
sr:competitor:110055,"Bronzetti, Lucia",Italy,ITA,BRO,
sr:competitor:19017,"Azarenka, Victoria",Neutral,,AZA,
sr:competitor:459317,"Nugroho, Priska Madelyn",Indonesia,IDN,NUG,
sr:competitor:318195,"Parry, Diane",France,FRA,PAR,
sr:competitor:914135,"Jovic, Iva",USA,USA,JOV,
sr:competitor:244216,"Giavara, Haley",USA,USA,GIA,
sr:competitor:85077,"Muchova, Karolina",Czechia,CZE,MUC,
sr:competitor:904005,"Ibragimova, Alevtina",Neutral,,IBR,
sr:competitor:750327,"Iatcenko, Polina",Neutral,,IAT,
sr:competitor:353358,"Tran, Lian",Netherlands,NLD,TRA,
sr:competitor:202363,"Sun, Lulu",New Zealand,NZL,SUN,
sr:competitor:234398,"Nahimana, Sada",Burundi,BDI,NAH,
sr:competitor:870981,"Li, Yu-Yun",Chinese Taipei,TPE,YU-,
sr:competitor:517274,"Rajecki, Amelia",Great Britain,GBR,RAJ,
sr:competitor:842594,"Li, Zongyu",China,CHN,ZON,
sr:competitor:880229,"Cayetano, Eryn",USA,USA,CAY,
sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA,
sr:competitor:586739,"Ambrosio, Silvia",Italy,ITA,AMB,
sr:competitor:750329,"Candiotto, Ana",Brazil,BRA,CAN,
sr:competitor:448081,"Noha Akugue, Noma",Germany,DEU,NOH,
sr:competitor:226092,"Shimizu, Eri",Japan,JPN,SHI,
sr:competitor:505998,"Zamarripa, Maribella",USA,USA,ZAM,
sr:competitor:254551,"Udvardy, Panna",Hungary,HUN,UDV,
sr:competitor:222546,"Kuzmova, Katarina",Slovakia,SVK,KUZ,
sr:competitor:380368,"Sebestova, Ivana",Czechia,CZE,SEB,
sr:competitor:414533,"Abbagnato, Anastasia",Italy,ITA,ABB,
sr:competitor:80427,"Osborne, Alexandra",Australia,AUS,OSB,
sr:competitor:731427,"Micic, Elena",Australia,AUS,MIC,
sr:competitor:98105,"Matoula, Martha",Greece,GRC,MAT,
sr:competitor:233478,"Bayerlova, Michaela",Czechia,CZE,BAY,
sr:competitor:59662,"Sanchez, Ana Sofia",Mexico,MEX,SAN,
sr:competitor:812476,"Zaytseva, Ksenia",Neutral,,ZAY,
sr:competitor:467037,"Kudermetova, Polina",Neutral,,KUD,
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI,
sr:competitor:256547,"Parks, Alycia",USA,USA,PAR,
sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM,
sr:competitor:812502,"Xu, Mingge",Great Britain,GBR,MIN,
sr:competitor:59213,"Perez Garcia, Maria Paulina",Colombia,COL,PER,
sr:competitor:289093,"Belgraver, Julie",France,FRA,BEL,
sr:competitor:165866,"Miyazaki, Yuriko Lily",Great Britain,GBR,MIY,
sr:competitor:67757,"Pera, Bernarda",USA,USA,PER,
sr:competitor:789688,"Ngounoue, Clervie",USA,USA,NGO,
sr:competitor:911661,"de Zeeuw, Joy",Netherlands,NLD,DE,
sr:competitor:510530,"Abe, Hiromi",Japan,JPN,ABE,
sr:competitor:46661,"Gamiz, Andrea",Venezuela,VEN,GAM,
sr:competitor:141892,"Carle, Maria",Argentina,ARG,CAR,
sr:competitor:315609,"Kraus, Sinja",Austria,AUT,KRA,
sr:competitor:63220,"Ponchet, Jessika",France,FRA,PON,
sr:competitor:45139,"Papamichail, Despina",Greece,GRC,PAP,
sr:competitor:55401,"Jabeur, Ons",Tunisia,TUN,JAB,
sr:competitor:515530,"Gomez Pezuela Cano, Marian",Mexico,MEX,GOM,
sr:competitor:213144,"Lemaitre, Tiphanie",France,FRA,LEM,
sr:competitor:315663,"Barry, Monique",New Zealand,NZL,BAR,
sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA,
sr:competitor:1020859,"Pawlikowska,  Zuzanna",Poland,POL,PAW,
sr:competitor:416473,"Reyngold, Ekaterina",Neutral,,REY,
sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD,
sr:competitor:186312,"Rybakina, Elena",Kazakhstan,KAZ,RYB,
sr:competitor:352782,"Raducanu, Emma",Great Britain,GBR,RAD,
sr:competitor:745799,"Urgesi, Federica",Italy,ITA,URG,
sr:competitor:190882,"Aiava, Destanee",Australia,AUS,AIA,
sr:competitor:119874,"Ibbou, Ines",Algeria,DZA,IBB,
sr:competitor:431743,"Okutoyi, Angella",Kenya,KEN,OKU,
sr:competitor:447703,"Sato, Hikaru",Japan,JPN,SAT,
sr:competitor:66516,"Ayukawa, Mana",Japan,JPN,AYU,
sr:competitor:675189,"Preston, Taylah",Australia,AUS,PRE,
sr:competitor:355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS,
sr:competitor:104929,"Tona, Miriana",Italy,ITA,TON,
sr:competitor:813490,"Hobgarski, Katharina",Germany,DEU,HOB,
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE,DUE,
sr:competitor:337813,"Riera, Julia",Argentina,ARG,RIE,
sr:competitor:731441,"Vargova, Nina",Slovakia,SVK,VAR,
sr:competitor:936009,"van Emst, Sarah",Netherlands,NLD,VAN,
sr:competitor:122668,"Daniel, Jaeda",USA,USA,DAN,
sr:competitor:501894,"Vidmanova, Darja",Czechia,CZE,VID,
sr:competitor:98523,"Ye, Qiu Yu",China,CHN,QIU,
sr:competitor:192108,"Yastremska, Dayana",Ukraine,UKR,YAS,
sr:competitor:78431,"Lodikova, Daria",Neutral,,LOD,
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA,
sr:competitor:102191,"Aksu, Ayla",Turkiye,TUR,AKS,
sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW,
sr:competitor:46650,"Kolb, Nadiia",Ukraine,UKR,KOL,
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN,YAM,
sr:competitor:51315,"Anderson, Robin",USA,USA,AND,
sr:competitor:771430,"Naef, Celine",Switzerland,CHE,NAE,
sr:competitor:849553,"Yao, Xinxin",China,CHN,YAO,
sr:competitor:319461,"Hu, Victoria",USA,USA,VIC,
sr:competitor:409673,"Zelnickova, Radka",Slovakia,SVK,ZEL,
sr:competitor:244985,"Lahey, Ashley",USA,USA,LAH,
sr:competitor:61922,"Drazic, Mariana",Croatia,HRV,DRA,
sr:competitor:387110,"Lacasse, Raphaelle",Canada,CAN,LAC,
sr:competitor:345134,"Lee, Ya-Hsin",Chinese Taipei,TPE,LEE,
sr:competitor:164852,"Okalova, Martina",Slovakia,SVK,OKA,
sr:competitor:106341,"Knutson, Gabriela",Czechia,CZE,KNU,
sr:competitor:827398,"Stankovic, Anja",Serbia,SRB,STA,
sr:competitor:62924,"Boulter, Katie",Great Britain,GBR,BOU,
sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB,
sr:competitor:60028,"Zeballos Melgar, Noelia",Bolivia,BOL,ZEM,
sr:competitor:412817,"Pigato, Lisa",Italy,ITA,PIG,
sr:competitor:49118,"Harrison, Catherine",USA,USA,HAR,
sr:competitor:198498,"Hutchinson, Holly",Great Britain,GBR,HUT,
sr:competitor:845268,"Korneeva, Alina",Neutral,,KOR,
sr:competitor:624838,"Shi, Han",China,CHN,SHI,
sr:competitor:329009,"Ryser, Valentina",Switzerland,CHE,RYS,
sr:competitor:662257,"Havlickova, Lucie",Czechia,CZE,HAV,
sr:competitor:23688,"Moore, Tara",Great Britain,GBR,MOO,
sr:competitor:118052,"Oz, Ipek",Turkiye,TUR,IPE,
sr:competitor:882091,"Valdmannova, Vendula",Czechia,CZE,VAL,
sr:competitor:801420,"Fontenel, Chelsea",Switzerland,CHE,FON,
sr:competitor:41404,"Watson, Heather",Great Britain,GBR,WAT,
sr:competitor:192572,"Portillo Ramirez, Maria Jose",Mexico,MEX,POR,
sr:competitor:799662,"Lincer, Olivia",Poland,POL,LIN,
sr:competitor:246945,"Da Silva Fick, Gabriella",Australia,AUS,DA,
sr:competitor:42339,"Garcia, Caroline",France,FRA,GAR,
sr:competitor:506786,"Zamarripa, Allura",USA,USA,ZAM,
sr:competitor:129534,"Hruncakova, Viktoria",Slovakia,SVK,HRU,
sr:competitor:286459,"Allen, Victoria",Great Britain,GBR,ALL,
sr:competitor:242504,"Mattel, Marie",France,FRA,MAT,
sr:competitor:65610,"Wagner, Anita",Bosnia & Herzegovina,BIH,WAG,
sr:competitor:534045,"Gibson, Talia",Australia,AUS,GIB,
sr:competitor:341196,"Back, Dayeon",Republic of Korea,KOR,BAC,
sr:competitor:378226,"Crawley, Fiona",USA,USA,CRA,
sr:competitor:278943,"Lansere, Sofya",Neutral,,LAN,
sr:competitor:137948,"Chang, Hanna",USA,USA,CHA,
sr:competitor:54397,"Tig, Patricia Maria",Romania,ROU,TIG,
sr:competitor:476218,"Kawaguchi, Natsumi",Japan,JPN,KAW,
sr:competitor:32862,"Diatchenko, Vitalia",Neutral,,DIA,
sr:competitor:499484,"Montgomery, Robin",USA,USA,MON,
sr:competitor:380396,"Kalieva, Elvina",USA,USA,KAL,
sr:competitor:194690,"Mateas, Maria",USA,USA,MAT,
sr:competitor:673491,"Szabo, Briana",Romania,ROU,SZA,
sr:competitor:1115539,"Panshina, Varvara",Neutral,,PAN,
sr:competitor:445209,"Xiao, Zhenghua",China,CHN,XIA,
sr:competitor:858867,"Pace, Francesca",Italy,ITA,PAC,
sr:competitor:352784,"Adeshina, Esther",Great Britain,GBR,ADE,
sr:competitor:152766,"Helgo, Malene",Norway,NOR,HEL,
sr:competitor:201105,"Yuan, Chengyiyi",China,CHN,YUA,
sr:competitor:436690,"Tkacheva, Mariia",Neutral,,TKA,
sr:competitor:254553,"Nagy, Adrienn",Hungary,HUN,NAG,
sr:competitor:878645,"Osuigwe, Victoria",USA,USA,OSU,
sr:competitor:265553,"Naito, Yuki",Japan,JPN,NAI,
sr:competitor:47876,"Shinikova, Isabella",Bulgaria,BGR,SHI,
sr:competitor:108857,"Lewis, Mary",USA,USA,LEW,
sr:competitor:813176,"Mboko, Victoria",Canada,CAN,MBO,
sr:competitor:206995,"Rosca, Christina",USA,USA,ROS,
sr:competitor:41359,"Yashina, Ekaterina",Neutral,,YAS,
sr:competitor:98607,"Chang, Sophie",USA,USA,CHA,
sr:competitor:720627,"Senic, Natalija",Serbia,SRB,SEN,
sr:competitor:47948,"Rosolska, Alicja",Poland,POL,ROS,
sr:competitor:71730,"Kulikov, Angela",USA,USA,KUL,
sr:competitor:435794,"Zolotareva, Anastasia",Neutral,,ZOL,
sr:competitor:280989,"Kawamura, Mana",Japan,JPN,KAW,
sr:competitor:233748,"El Jardi, Diae",Morocco,MAR,EL,
sr:competitor:310982,"Naklo, Thasaporn",Thailand,THA,NAK,
sr:competitor:72860,"Kim, Na Ri",Republic of Korea,KOR,KIM,
sr:competitor:185412,"Labrana, Fernanda",Chile,CHL,LAB,
sr:competitor:209716,"Mansouri, Yasmine",France,FRA,MAN,
sr:competitor:938103,"Hamilton, Alanis",USA,USA,HAM,
sr:competitor:54983,"Morderger, Tayisiya",Germany,DEU,MOR,
sr:competitor:63238,"Morderger, Yana",Germany,DEU,MOR,
sr:competitor:107327,"In-Albon, Ylena",Switzerland,CHE,IN-,
sr:competitor:156098,"Arakawa, Haruna",Japan,JPN,ARA,
sr:competitor:18919,"Lepchenko, Varvara",USA,USA,LEP,
sr:competitor:505970,"Janicijevic, Selena",France,FRA,JAN,
sr:competitor:978809,"Grant, Tyra Caterina",Italy,ITA,GRA,
sr:competitor:448613,"Falkner, Ziva",Slovenia,SVN,FAL,
sr:competitor:728507,"Dudeney, Alicia",Great Britain,GBR,DUD,
sr:competitor:1020177,"Huang, Yujia",China,CHN,HUA,
sr:competitor:182056,"Robbe, Alice",France,FRA,ROB,
sr:competitor:154744,"Lee, Eunhye (2000)",Republic of Korea,KOR,LEE,
sr:competitor:147506,"Fourlis, Jaimee",Australia,AUS,FOU,
sr:competitor:208181,"Hatouka, Yuliya",Neutral,,HAT,
sr:competitor:797346,"Zelinskaya, Daria",Neutral,,ZEL,
sr:competitor:517006,"Martinez Vaquero, Maria",Spain,ESP,MAR,
sr:competitor:45902,"Sasnovich, Aliaksandra",Neutral,,SAS,
sr:competitor:337811,"Ortenzi, Jazmin",Argentina,ARG,ORT,
sr:competitor:569009,"Ccuno, Romina",Peru,PER,CCU,
sr:competitor:1008651,"Adams, Julia",USA,USA,ADA,
sr:competitor:54175,"Zimmermann, Kimberley",Belgium,BEL,ZIM,
sr:competitor:518748,"Rey Garcia, Alba",Spain,ESP,REY,
sr:competitor:225468,"Vagramov, Alexandra",Canada,CAN,VAG,
sr:competitor:395740,"Bhamidipaty, Shrivalli Rashmikaa",India,IND,BHA,
sr:competitor:335165,"Ku, Yeon Woo",Republic of Korea,KOR,YEO,
sr:competitor:152762,"Kuczer, Daria",Poland,POL,KUC,
sr:competitor:341216,"Charaeva, Alina",Neutral,,CHA,
sr:competitor:120664,"Pedretti, Thaisa Grana",Brazil,BRA,PED,
sr:competitor:567285,"Hietaranta, Laura",Finland,FIN,HIE,
sr:competitor:157368,"Kazionova, Ekaterina",Neutral,,KAZ,
sr:competitor:285629,"Hindova, Denisa",Czechia,CZE,HIN,
sr:competitor:282219,"Sakatsume, Himeno",Japan,JPN,SAK,
sr:competitor:341238,"Boehner, Laura",Germany,DEU,BOE,
sr:competitor:61606,"Sizikova, Yana",Neutral,,SIZ,
sr:competitor:857871,"de Stefano, Samira",Italy,ITA,DE,
sr:competitor:133080,"Hinojosa Gomez, Jessica",Mexico,MEX,HIN,
sr:competitor:195404,"Miyamoto, Ayumi",Japan,JPN,MIY,
sr:competitor:330689,"Kovapitukted, Punnin",Thailand,THA,KOV,
sr:competitor:522848,"Rocchetti, Sofia",Italy,ITA,ROC,
sr:competitor:260987,"Osuigwe, Whitney",USA,USA,OSU,
sr:competitor:356694,"Lee, Carol Young Suh",USA,USA,LEE,
sr:competitor:46528,"Perrin, Conny",Switzerland,CHE,PER,
sr:competitor:620340,"Korokozidi, Elena",Greece,GRC,KOR,
sr:competitor:75825,"Bektas, Emina",USA,USA,BEK,
sr:competitor:933453,"Brockmann, Tessa Johanna",Germany,DEU,BRO,
sr:competitor:906635,"Shubladze, Alexandra",Neutral,,SHU,
sr:competitor:849533,"Lin, Fang An",Chinese Taipei,TPE,LIN,
sr:competitor:1027515,"Du Pree, Britt",Netherlands,NLD,DU,
sr:competitor:762764,"Daems, Josy",Germany,DEU,DAE,
sr:competitor:225130,"Starodubtseva, Yuliia",Ukraine,UKR,STA,
sr:competitor:134532,"You, Xiaodi",China,CHN,YOU,
sr:competitor:79443,"Cabrera, Lizette",Australia,AUS,CAB,
sr:competitor:310984,"Sato, Naho",Japan,JPN,SAT,
sr:competitor:494296,"Steur, Joelle Lilly Sophie",Germany,DEU,STE,
sr:competitor:467035,"Timofeeva, Maria",Neutral,,TIM,
sr:competitor:152708,"Brune Olsen, Astrid Wanja",Norway,NOR,BRU,
sr:competitor:67194,"Kolb, Maryna",Ukraine,UKR,KOL,
sr:competitor:153744,"Pereira, Rebeca",Brazil,BRA,PER,
sr:competitor:259745,"Hertel, Anna",Poland,POL,HER,
sr:competitor:873729,"Bojica, Stefania",Romania,ROU,BOJ,
sr:competitor:763112,"Struplova, Julie",Czechia,CZE,STR,
sr:competitor:340365,"Milovanovic, Elena",Serbia,SRB,MIL,
sr:competitor:58053,"Sharma, Astra",Australia,AUS,SHA,
sr:competitor:770242,"Basiletti, Noemi",Italy,ITA,BAS,
sr:competitor:315623,"Wang, Jiaqi",China,CHN,WAN,
sr:competitor:840734,"Walker, Brandy",USA,USA,WAL,
sr:competitor:577523,"Brantmeier, Reese",USA,USA,BRA,
sr:competitor:432605,"Makarova, Ekaterina",Neutral,,MAK,
sr:competitor:130624,"Gasanova, Anastasia",Neutral,,GAS,
sr:competitor:37638,"Sema, Erika",Japan,JPN,SEM,
sr:competitor:52489,"Schoofs, Bibiane",Netherlands,NLD,SCH,
sr:competitor:881849,"Sonobe, Wakana",Japan,JPN,SON,
sr:competitor:1006809,"Zampardo, Maddy",USA,USA,ZAM,
sr:competitor:505580,"Sahdiieva, Anita",Ukraine,UKR,SAH,
sr:competitor:861587,"Ansari, Carolyn",USA,USA,ANS,
sr:competitor:170880,"Kononova, Maria",Neutral,,KON,
sr:competitor:202803,"Bakhmutkina, Polina",Neutral,,BAK,
sr:competitor:171354,"Romero, Camila",Ecuador,ECU,ROM,
sr:competitor:142758,"Zhang, Ying",China,CHN,ZHA,
sr:competitor:158636,"Prisacariu, Andreea",Romania,ROU,PRI,
sr:competitor:217056,"Cortez Llorca, Lucia",Spain,ESP,COR,
sr:competitor:299308,"Smith, Tina Nadine",Australia,AUS,SMI,
sr:competitor:722877,"Ciric-Bagaric, Lucija",Croatia,HRV,CIR,
sr:competitor:83607,"Capurro Taborda, Martina",Argentina,ARG,CAP,
sr:competitor:723099,"Ewald, Weronika",Poland,POL,EWA,
sr:competitor:319349,"Rouvroy, Margaux",France,FRA,ROU,
sr:competitor:299258,"Bartone, Kamilla",Latvia,LVA,BAR,
sr:competitor:48455,"Golubic, Viktorija",Switzerland,CHE,GOL,
sr:competitor:25066,"McHale, Christina",USA,USA,MCH,
sr:competitor:932867,"Firman, Anastasiia",Ukraine,UKR,FIR,
sr:competitor:72634,"Ozeki, Michika",Japan,JPN,OZE,
sr:competitor:360054,"Allen, Kolie",USA,USA,ALL,
sr:competitor:161270,"Salden, Lara",Belgium,BEL,SAL,
sr:competitor:967949,"Adkar, Vaishnavi",India,IND,ADK,
sr:competitor:604388,"Tararudee, Lanlana",Thailand,THA,TAR,
sr:competitor:103375,"Serban, Raluca Georgiana",Cyprus,CYP,SER,
sr:competitor:833336,"Bertea, Elena Ruxandra",Romania,ROU,BER,
sr:competitor:786310,"Moyano, Luciana",Argentina,ARG,MOY,
sr:competitor:221510,"Chiesa, Enola",Italy,ITA,CHI,
sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC,
sr:competitor:110299,"Zidansek, Tamara",Slovenia,SVN,ZID,
sr:competitor:445421,"Selekhmeteva, Oksana",Neutral,,SEL,
sr:competitor:99405,"Inglis, Maddison",Australia,AUS,ING,
sr:competitor:262023,"Wang, Meiling",China,CHN,WAN,
sr:competitor:568103,"Tran, Demi",Netherlands,NLD,TRA,
sr:competitor:132370,"Kasatkina, Daria",Australia,AUS,KAS,
sr:competitor:280635,"Schmidt, Antonia",Germany,DEU,SCH,
sr:competitor:510068,"Dapkute, Iveta",Lithuania,LTU,DAP,
sr:competitor:782216,"Drugdova, Salma",Slovakia,SVK,DRU,
sr:competitor:831284,"Kuramochi, Miho",Japan,JPN,KUR,
sr:competitor:675193,"Costoulas, Sofia",Belgium,BEL,COS,
sr:competitor:567551,"Cabezas Dominguez, Sofia Elena",Venezuela,VEN,CAB,
sr:competitor:41737,"Jang, Su Jeong",Republic of Korea,KOR,JAN,
sr:competitor:810694,"Okuwaki, Rinon",Japan,JPN,OKU,
sr:competitor:780674,"Reguer, Alyssa",France,FRA,REG,
sr:competitor:499098,"Ito, Aoi",Japan,JPN,ITO,
sr:competitor:63682,"Lazaro Garcia, Andrea",Spain,ESP,LAZ,
sr:competitor:282057,"Guo, Meiqi",China,CHN,GUO,
sr:competitor:42864,"Lizarazo, Yuliana",Colombia,COL,LIZ,
sr:competitor:183861,"Bassols Ribera, Marina",Spain,ESP,BAS,
sr:competitor:731379,"Geerlings Martinez, Ariana",Spain,ESP,GEE,
sr:competitor:343294,"Kubanova, Karolina",Czechia,CZE,KUB,
sr:competitor:189250,"Podlinska, Marcelina",Poland,POL,POD,
sr:competitor:858079,"Bulatova, Arina",Neutral,,BUL,
sr:competitor:768470,"Turini, Viola",Italy,ITA,TUR,
sr:competitor:784280,"Prozorova, Tatiana",Neutral,,PRO,
sr:competitor:181062,"Kung, Leonie",Switzerland,CHE,KUN,
sr:competitor:194572,"Dartron, Emeline",France,FRA,DAR,
sr:competitor:790640,"Marcinko, Petra",Croatia,HRV,MAR,
sr:competitor:286451,"Sevcikova, Linda",Czechia,CZE,SEV,
sr:competitor:504238,"Sierra, Solana",Argentina,ARG,SIE,
sr:competitor:915129,"Jamrichova, Renata",Slovakia,SVK,JAM,
sr:competitor:343066,"Hosogi, Sakura",Japan,JPN,HOS,
